ID,municipality,trust_police,govt_responsive,ideology,govt_pride,self_efficacy_political,trust_military,trust_supreme_court,support_political_system
respondent_1080,municipality_038,4,4,5,1,2,4,5,5
respondent_1081,municipality_014,4,3,5,1,3,3,4,1
respondent_1082,municipality_046,6,1,4,5,3,6,5,3
respondent_1083,municipality_059,1,1,9,1,1,7,6,1
respondent_1084,municipality_004,6,3,4,5,4,6,6,4
respondent_1085,municipality_023,2,5,5,2,3,7,4,3
respondent_1086,municipality_055,1,1,3,1,4,1,1,1
respondent_1087,municipality_017,5,5,10,2,3,3,1,3
respondent_1088,municipality_091,5,3,10,4,3,6,6,5
respondent_1089,municipality_006,4,2,5,1,3,4,3,1
respondent_1090,municipality_059,4,4,7,7,3,6,5,6
respondent_1091,municipality_054,7,5,1,6,3,7,6,6
respondent_1092,municipality_051,1,1,10,1,4,7,6,1
respondent_1093,municipality_061,5,4,5,4,4,4,4,3
respondent_1094,municipality_063,3,2,9,2,2,5,2,4
respondent_1095,municipality_061,5,4,5,4,4,4,4,3
respondent_1096,municipality_032,6,5,7,5,3,6,6,5
respondent_1097,municipality_086,3,5,8,3,4,5,4,4
respondent_1098,municipality_087,6,3,8,5,3,5,5,7
respondent_1099,municipality_105,4,1,7,1,4,3,4,3
respondent_1100,municipality_013,4,5,9,1,2,6,6,2
respondent_1101,municipality_068,2,4,2,1,3,5,3,3
respondent_1102,municipality_070,5,2,3,6,4,5,3,2
respondent_1103,municipality_029,6,1,5,5,4,6,3,4
respondent_1104,municipality_046,5,5,9,1,1,6,6,5
respondent_1105,municipality_025,6,4,1,5,3,6,7,4
respondent_1106,municipality_057,3,1,2,1,4,4,2,2
respondent_1107,municipality_021,5,1,10,1,1,5,7,2
respondent_1108,municipality_030,6,4,1,1,1,7,6,1
respondent_1109,municipality_014,6,5,10,1,3,7,7,4
respondent_1110,municipality_007,7,7,10,7,4,7,7,7
respondent_1111,municipality_001,3,3,5,4,4,5,4,5
respondent_1112,municipality_004,4,3,8,3,4,1,1,3
respondent_1113,municipality_080,7,6,7,3,1,7,6,1
respondent_1114,municipality_079,5,4,4,3,3,5,4,4
respondent_1115,municipality_093,7,4,5,4,4,7,6,4
respondent_1116,municipality_045,5,3,10,6,2,7,6,7
respondent_1117,municipality_014,7,7,3,7,2,7,7,7
respondent_1118,municipality_044,7,5,5,4,2,7,7,7
respondent_1119,municipality_086,7,5,8,5,4,7,5,7
respondent_1120,municipality_077,1,2,9,1,2,3,2,1
respondent_1121,municipality_028,7,5,3,6,4,7,6,6
respondent_1122,municipality_028,7,3,5,1,3,7,2,3
respondent_1123,municipality_001,1,1,10,1,3,7,1,7
respondent_1124,municipality_063,5,3,3,1,3,7,4,1
respondent_1125,municipality_070,7,6,5,1,4,6,2,1
respondent_1126,municipality_064,3,3,9,3,3,3,1,3
respondent_1127,municipality_032,7,1,10,7,4,7,7,5
respondent_1128,municipality_062,2,1,4,1,1,1,1,1
respondent_1129,municipality_030,1,7,10,1,1,7,1,1
respondent_1130,municipality_023,7,1,10,7,3,7,7,6
respondent_1131,municipality_067,3,1,8,2,3,7,5,2
respondent_1132,municipality_091,6,3,5,1,3,3,1,2
respondent_1133,municipality_019,5,1,1,1,3,5,3,1
respondent_1134,municipality_028,3,1,8,4,3,7,4,2
respondent_1135,municipality_097,2,1,1,1,4,1,1,2
respondent_1136,municipality_016,5,4,5,6,4,7,6,4
respondent_1137,municipality_071,7,3,1,3,3,2,5,5
respondent_1138,municipality_048,2,4,7,1,3,1,1,1
respondent_1139,municipality_101,5,1,8,1,1,6,7,4
respondent_1140,municipality_005,3,1,8,1,3,5,1,1
respondent_1141,municipality_105,7,5,9,6,3,7,7,5
respondent_1142,municipality_049,7,7,7,5,3,7,7,7
respondent_1143,municipality_044,3,3,4,1,4,6,5,2
respondent_1144,municipality_088,5,1,10,1,3,7,2,6
respondent_1145,municipality_056,7,1,2,7,3,7,1,7
respondent_1146,municipality_021,1,1,3,1,1,2,5,1
respondent_1147,municipality_050,5,4,9,1,3,6,7,7
respondent_1148,municipality_022,7,1,1,6,4,7,5,5
respondent_1149,municipality_046,7,1,5,2,3,7,1,6
respondent_1150,municipality_084,5,1,10,1,4,7,1,2
respondent_1151,municipality_073,4,1,6,1,3,3,1,1
respondent_1152,municipality_023,4,1,1,2,3,6,6,2
respondent_1153,municipality_091,5,3,10,4,3,6,6,5
respondent_1154,municipality_014,1,1,3,1,3,5,3,4
respondent_1155,municipality_039,7,1,10,1,3,7,4,7
respondent_1156,municipality_007,5,5,10,2,3,5,6,3
respondent_1157,municipality_026,1,1,8,1,4,5,2,1
respondent_1158,municipality_049,5,3,5,5,3,7,7,5
respondent_1159,municipality_084,1,5,5,1,4,3,3,1
respondent_1160,municipality_028,3,1,7,3,3,4,3,4
respondent_1161,municipality_024,4,5,5,1,3,7,4,1
respondent_1162,municipality_083,4,2,6,1,2,5,3,1
respondent_1163,municipality_082,5,6,5,6,2,4,6,5
respondent_1164,municipality_032,4,4,6,3,3,6,4,4
respondent_1165,municipality_082,6,1,5,2,3,6,5,2
respondent_1166,municipality_057,5,6,5,6,2,6,7,6
respondent_1167,municipality_037,5,3,10,1,3,6,6,4
respondent_1168,municipality_086,6,5,7,6,3,5,5,6
respondent_1169,municipality_046,7,5,10,1,4,7,7,5
respondent_1170,municipality_074,7,5,10,4,3,7,2,6
respondent_1171,municipality_028,6,5,9,2,3,6,5,4
respondent_1172,municipality_082,1,7,5,3,4,7,1,6
respondent_1173,municipality_023,4,1,10,1,2,5,3,1
respondent_1174,municipality_096,7,7,10,7,2,7,7,7
respondent_1175,municipality_055,7,1,2,2,4,5,6,1
respondent_1176,municipality_032,6,5,7,5,3,6,6,5
respondent_1177,municipality_017,7,5,9,2,4,7,7,7
respondent_1178,municipality_099,7,4,10,5,1,7,7,6
respondent_1179,municipality_033,5,4,8,1,4,5,4,4
respondent_1180,municipality_063,1,1,1,1,4,1,1,1
respondent_1181,municipality_035,1,1,2,6,4,1,4,2
respondent_1182,municipality_086,1,1,1,1,3,1,1,2
respondent_1183,municipality_007,7,6,9,1,2,7,7,3
respondent_1184,municipality_032,5,3,10,2,4,6,4,2
respondent_1185,municipality_019,1,4,2,1,4,4,1,5
respondent_1186,municipality_095,7,5,10,2,4,7,1,2
respondent_1187,municipality_003,3,2,5,1,4,3,3,3
respondent_1188,municipality_019,1,4,9,1,3,5,2,2
respondent_1189,municipality_031,7,2,8,5,1,6,5,4
respondent_1190,municipality_089,4,1,3,2,2,3,2,7
respondent_1191,municipality_018,5,1,1,1,4,4,6,3
respondent_1192,municipality_102,1,7,10,7,4,1,6,6
respondent_1193,municipality_010,5,1,1,2,3,6,5,3
respondent_1194,municipality_028,4,1,5,1,2,3,4,1
respondent_1195,municipality_070,7,3,3,4,3,4,2,5
respondent_1196,municipality_030,4,5,7,3,4,2,6,7
respondent_1197,municipality_044,6,3,5,5,3,6,7,4
respondent_1198,municipality_008,4,5,10,5,3,6,3,4
respondent_1199,municipality_107,2,1,3,2,3,3,1,2
respondent_1200,municipality_094,3,5,8,2,3,7,6,5
respondent_1201,municipality_023,2,7,1,1,4,5,4,2
respondent_1202,municipality_026,6,5,8,5,4,6,5,6
respondent_1203,municipality_095,1,1,10,1,2,3,4,1
respondent_1204,municipality_098,1,3,2,4,4,2,4,4
respondent_1205,municipality_007,5,5,10,2,3,5,6,3
respondent_1206,municipality_051,1,7,1,1,3,7,7,7
respondent_1207,municipality_047,3,5,4,4,3,7,5,6
respondent_1208,municipality_039,7,1,10,1,3,7,4,7
respondent_1209,municipality_086,1,4,1,1,4,1,1,1
respondent_1210,municipality_086,5,2,4,3,2,5,1,2
respondent_1211,municipality_041,3,1,5,1,2,3,1,3
respondent_1212,municipality_033,4,1,6,2,3,5,3,3
respondent_1213,municipality_055,2,1,4,2,4,4,2,2
respondent_1214,municipality_076,2,2,2,1,3,2,1,1
respondent_1215,municipality_092,7,6,1,1,4,7,1,1
respondent_1216,municipality_008,4,5,10,5,3,6,3,4
respondent_1217,municipality_067,2,1,5,1,4,5,2,1
respondent_1218,municipality_103,1,2,5,1,1,1,1,1
respondent_1219,municipality_004,7,1,10,7,1,5,6,7
respondent_1220,municipality_083,2,1,5,1,4,6,4,1
respondent_1221,municipality_046,7,5,10,1,4,7,7,5
respondent_1222,municipality_035,1,1,2,6,4,1,4,2
respondent_1223,municipality_048,7,7,10,7,1,7,7,7
respondent_1224,municipality_101,7,2,10,6,1,6,7,6
respondent_1225,municipality_048,7,7,10,7,1,7,7,7
respondent_1226,municipality_009,5,6,1,2,3,1,1,1
respondent_1227,municipality_063,3,1,5,1,3,5,5,7
respondent_1228,municipality_095,1,2,5,1,3,1,4,2
respondent_1229,municipality_077,3,2,5,2,4,5,2,3
respondent_1230,municipality_006,3,3,6,3,3,4,2,3
respondent_1231,municipality_077,6,1,3,1,3,5,2,1
respondent_1232,municipality_091,5,4,1,5,3,7,5,6
respondent_1233,municipality_018,6,4,10,5,2,7,6,5
respondent_1234,municipality_038,3,5,5,2,3,6,5,4
respondent_1235,municipality_048,6,3,7,1,4,7,4,2
respondent_1236,municipality_083,3,3,7,3,3,6,6,4
respondent_1237,municipality_055,5,3,10,5,3,2,3,6
respondent_1238,municipality_014,4,2,7,1,3,1,1,1
respondent_1239,municipality_021,5,1,5,6,3,6,5,5
respondent_1240,municipality_020,6,5,5,3,3,6,5,3
respondent_1241,municipality_062,5,2,6,5,3,6,6,5
respondent_1242,municipality_021,7,7,1,1,1,7,7,4
respondent_1243,municipality_102,5,7,2,5,4,7,5,7
respondent_1244,municipality_027,5,4,7,5,3,4,5,5
respondent_1245,municipality_011,6,2,10,3,2,7,1,5
respondent_1246,municipality_089,4,1,6,1,2,6,7,4
respondent_1247,municipality_092,7,5,7,1,1,7,3,3
respondent_1248,municipality_041,7,7,7,1,3,7,1,1
respondent_1249,municipality_041,2,4,5,2,3,4,4,4
respondent_1250,municipality_029,7,4,5,6,4,7,7,5
respondent_1251,municipality_033,5,3,8,1,2,4,2,1
respondent_1252,municipality_010,1,1,1,1,4,6,4,1
respondent_1253,municipality_017,7,1,8,7,3,7,7,7
respondent_1254,municipality_038,4,7,5,1,4,4,3,2
respondent_1255,municipality_089,3,6,5,6,1,7,6,5
respondent_1256,municipality_014,6,3,8,2,3,6,4,1
respondent_1257,municipality_056,4,4,9,3,4,6,4,5
respondent_1258,municipality_057,5,6,5,6,2,6,7,6
respondent_1259,municipality_086,6,2,5,4,4,4,5,3
respondent_1260,municipality_043,5,3,7,3,4,6,4,3
respondent_1261,municipality_025,7,5,5,6,1,7,6,3
respondent_1262,municipality_090,6,2,4,2,4,4,2,4
respondent_1263,municipality_032,4,4,6,3,3,6,4,4
respondent_1264,municipality_081,5,5,7,2,3,7,5,1
respondent_1265,municipality_011,6,2,10,3,2,7,1,5
respondent_1266,municipality_004,7,1,10,7,1,5,6,7
respondent_1267,municipality_052,2,2,5,2,3,4,4,1
respondent_1268,municipality_015,7,4,5,3,3,7,7,4
respondent_1269,municipality_010,1,5,10,1,3,2,2,6
respondent_1270,municipality_031,7,2,8,5,1,6,5,4
respondent_1271,municipality_068,2,4,2,1,3,5,3,3
respondent_1272,municipality_053,7,2,5,4,3,7,7,5
respondent_1273,municipality_101,4,3,5,4,4,5,4,4
respondent_1274,municipality_020,5,2,1,1,4,7,5,1
respondent_1275,municipality_057,6,4,10,1,3,7,1,5
respondent_1276,municipality_034,5,1,4,4,4,7,7,5
respondent_1277,municipality_071,5,1,4,7,4,1,2,3
respondent_1278,municipality_090,1,2,2,1,3,1,1,1
respondent_1279,municipality_071,5,1,4,7,4,1,2,3
respondent_1280,municipality_063,6,4,6,1,1,7,2,1
respondent_1281,municipality_068,4,1,10,4,3,6,5,5
respondent_1282,municipality_027,6,7,10,7,4,7,6,5
respondent_1283,municipality_074,2,5,4,2,3,7,3,4
respondent_1284,municipality_021,7,4,10,6,4,6,2,2
respondent_1285,municipality_076,2,5,3,1,3,4,3,2
respondent_1286,municipality_107,6,2,9,2,2,6,2,2
respondent_1287,municipality_008,1,3,5,5,4,1,1,5
respondent_1288,municipality_081,7,1,5,1,3,7,7,1
respondent_1289,municipality_062,7,5,4,7,3,7,7,7
respondent_1290,municipality_082,5,2,8,1,2,5,1,1
respondent_1291,municipality_012,7,3,8,4,4,6,6,4
respondent_1292,municipality_083,4,2,6,1,2,5,3,1
respondent_1293,municipality_065,7,4,8,5,3,7,5,7
respondent_1294,municipality_030,1,7,10,1,1,7,1,1
respondent_1295,municipality_071,7,1,5,7,3,7,7,7
respondent_1296,municipality_013,5,1,1,5,3,7,4,5
respondent_1297,municipality_063,4,2,5,2,4,3,2,3
respondent_1298,municipality_058,3,1,10,2,4,6,4,5
respondent_1299,municipality_016,4,3,3,1,1,2,2,2
respondent_1300,municipality_063,1,1,6,1,3,5,1,1
respondent_1301,municipality_023,7,5,10,6,3,5,6,7
respondent_1302,municipality_013,4,4,1,2,3,5,5,2
respondent_1303,municipality_049,6,4,5,4,3,5,4,4
respondent_1304,municipality_070,7,5,9,3,4,7,7,5
respondent_1305,municipality_023,7,2,5,2,1,7,7,3
respondent_1306,municipality_097,7,5,10,7,4,7,1,7
respondent_1307,municipality_010,5,3,7,5,3,6,6,5
respondent_1308,municipality_022,7,7,1,1,1,7,7,7
respondent_1309,municipality_028,6,4,6,4,1,7,7,5
respondent_1310,municipality_105,6,1,8,4,3,5,5,5
respondent_1311,municipality_068,2,4,2,1,3,5,3,3
respondent_1312,municipality_107,4,6,9,1,2,7,6,3
respondent_1313,municipality_040,2,1,6,2,4,4,4,3
respondent_1314,municipality_063,6,4,8,4,3,5,4,4
respondent_1315,municipality_072,7,3,2,4,4,5,6,6
respondent_1316,municipality_015,7,7,9,4,1,7,7,6
respondent_1317,municipality_090,1,4,3,4,2,3,2,2
respondent_1318,municipality_050,1,7,10,2,1,7,1,3
respondent_1319,municipality_065,3,1,5,4,2,6,4,6
respondent_1320,municipality_034,4,1,10,1,2,4,3,1
respondent_1321,municipality_046,6,1,7,3,4,7,7,1
respondent_1322,municipality_028,7,3,5,1,3,7,2,3
respondent_1323,municipality_050,7,4,10,5,2,7,7,7
respondent_1324,municipality_027,5,4,7,5,3,4,5,5
respondent_1325,municipality_061,7,2,1,3,1,6,1,7
respondent_1326,municipality_019,4,2,3,1,3,3,2,2
respondent_1327,municipality_007,5,2,3,3,4,2,5,2
respondent_1328,municipality_010,1,1,5,1,4,1,1,1
respondent_1329,municipality_039,3,2,9,1,2,3,2,1
respondent_1330,municipality_094,1,4,1,1,3,3,1,1
respondent_1331,municipality_010,4,4,10,4,4,7,6,4
respondent_1332,municipality_097,5,5,5,2,3,5,7,6
respondent_1333,municipality_086,3,5,8,3,4,5,4,4
respondent_1334,municipality_045,7,1,9,7,4,2,6,3
respondent_1335,municipality_098,2,2,5,2,4,3,4,3
respondent_1336,municipality_017,7,5,9,2,4,7,7,7
respondent_1337,municipality_053,7,3,4,3,4,5,4,3
respondent_1338,municipality_092,6,4,6,4,3,5,3,5
respondent_1339,municipality_073,4,4,6,5,3,4,4,4
respondent_1340,municipality_043,5,6,1,5,3,6,5,6
respondent_1341,municipality_099,6,1,3,2,4,5,3,2
respondent_1342,municipality_097,7,6,10,7,1,7,7,7
respondent_1343,municipality_012,4,1,5,1,2,1,1,2
respondent_1344,municipality_053,6,2,3,2,4,6,5,4
respondent_1345,municipality_009,5,4,1,2,4,3,2,1
respondent_1346,municipality_027,7,3,8,6,4,7,1,2
respondent_1347,municipality_010,7,7,5,2,4,7,5,5
respondent_1348,municipality_025,5,1,3,6,4,2,3,4
respondent_1349,municipality_064,3,2,9,6,3,7,4,2
respondent_1350,municipality_068,4,1,10,4,3,6,5,5
respondent_1351,municipality_039,3,2,9,1,2,3,2,1
respondent_1352,municipality_012,7,2,4,2,4,7,7,4
respondent_1353,municipality_055,1,1,3,1,4,1,1,1
respondent_1354,municipality_051,1,5,1,2,4,7,7,7
respondent_1355,municipality_052,6,4,7,4,3,7,6,6
respondent_1356,municipality_080,7,5,10,1,3,7,3,5
respondent_1357,municipality_041,4,3,10,3,4,6,6,3
respondent_1358,municipality_029,7,1,10,1,3,7,1,7
respondent_1359,municipality_006,4,1,5,3,4,5,2,3
respondent_1360,municipality_001,4,1,5,1,3,5,5,1
respondent_1361,municipality_037,5,4,9,1,3,6,4,1
respondent_1362,municipality_090,4,1,10,1,4,3,1,1
respondent_1363,municipality_025,1,6,8,7,3,7,1,1
respondent_1364,municipality_018,7,6,7,7,3,7,6,7
respondent_1365,municipality_078,7,1,3,2,4,1,3,3
respondent_1366,municipality_100,5,1,1,1,4,1,6,1
respondent_1367,municipality_086,4,3,9,4,4,7,4,3
respondent_1368,municipality_007,5,2,3,3,4,2,5,2
respondent_1369,municipality_040,3,1,1,3,3,3,3,3
respondent_1370,municipality_039,5,3,3,4,3,5,4,4
respondent_1371,municipality_027,5,3,6,1,2,6,3,4
respondent_1372,municipality_046,6,1,7,3,4,7,7,1
respondent_1373,municipality_023,4,5,6,1,3,7,6,3
respondent_1374,municipality_053,5,4,5,4,4,5,4,4
respondent_1375,municipality_023,4,1,10,1,2,5,3,1
respondent_1376,municipality_021,1,1,8,3,3,5,1,1
respondent_1377,municipality_063,5,4,8,4,3,5,5,4
respondent_1378,municipality_106,1,2,10,1,4,7,4,1
respondent_1379,municipality_064,7,3,8,6,1,7,5,4
respondent_1380,municipality_069,4,2,5,3,3,2,4,2
respondent_1381,municipality_003,3,3,10,6,3,7,7,6
respondent_1382,municipality_028,5,1,2,1,4,4,6,1
respondent_1383,municipality_024,6,1,7,1,3,6,1,4
respondent_1384,municipality_086,1,1,1,1,3,1,1,2
respondent_1385,municipality_019,5,1,1,1,3,5,3,1
respondent_1386,municipality_063,3,3,4,3,1,2,2,3
respondent_1387,municipality_086,1,2,2,1,3,5,2,2
respondent_1388,municipality_006,1,1,1,1,2,1,1,1
respondent_1389,municipality_102,6,7,10,4,1,7,6,7
respondent_1390,municipality_028,4,5,8,2,4,7,2,5
respondent_1391,municipality_085,6,1,3,1,3,4,1,3
respondent_1392,municipality_088,2,4,4,1,3,6,1,3
respondent_1393,municipality_038,4,7,1,1,3,7,1,7
respondent_1394,municipality_063,4,1,10,1,1,5,2,2
respondent_1395,municipality_062,2,2,3,1,3,5,5,3
respondent_1396,municipality_080,2,5,10,7,4,2,2,6
respondent_1397,municipality_107,7,3,10,7,4,7,7,5
respondent_1398,municipality_050,3,5,10,2,1,5,4,2
respondent_1399,municipality_094,4,3,2,2,4,5,4,1
respondent_1400,municipality_055,2,1,4,2,4,4,2,2
respondent_1401,municipality_044,4,5,5,2,4,6,3,4
respondent_1402,municipality_043,5,5,10,7,3,7,7,7
respondent_1403,municipality_073,5,1,7,1,3,6,1,3
respondent_1404,municipality_099,5,2,3,3,3,7,5,5
respondent_1405,municipality_063,1,1,5,1,4,1,1,1
respondent_1406,municipality_057,5,1,7,1,3,6,5,1
respondent_1407,municipality_012,3,5,10,1,3,7,5,5
respondent_1408,municipality_019,7,5,8,1,1,6,3,6
respondent_1409,municipality_075,7,6,8,1,4,3,4,1
respondent_1410,municipality_062,2,7,10,1,4,7,6,4
respondent_1411,municipality_087,7,5,10,3,1,7,6,7
respondent_1412,municipality_096,3,3,8,6,4,1,6,2
respondent_1413,municipality_106,4,5,5,1,3,5,4,3
respondent_1414,municipality_097,7,5,10,6,3,7,7,7
respondent_1415,municipality_074,7,7,10,1,3,7,1,7
respondent_1416,municipality_041,7,4,5,1,3,4,2,1
respondent_1417,municipality_018,1,1,5,4,3,4,4,2
respondent_1418,municipality_046,7,5,10,1,4,7,7,5
respondent_1419,municipality_094,2,5,4,6,4,4,6,7
respondent_1420,municipality_065,5,4,10,1,3,4,4,4
respondent_1421,municipality_047,6,1,10,5,3,7,5,6
respondent_1422,municipality_096,1,7,9,4,3,7,5,6
respondent_1423,municipality_032,6,5,4,3,4,6,2,5
respondent_1424,municipality_015,3,4,8,1,2,7,7,5
respondent_1425,municipality_054,1,4,1,1,4,7,1,1
respondent_1426,municipality_068,7,7,5,1,3,7,1,3
respondent_1427,municipality_061,4,2,5,2,4,5,3,3
respondent_1428,municipality_002,1,1,1,7,3,7,7,7
respondent_1429,municipality_082,4,1,7,5,3,4,4,4
respondent_1430,municipality_032,7,1,1,1,4,7,1,1
respondent_1431,municipality_070,7,6,5,1,4,6,2,1
respondent_1432,municipality_010,7,7,5,2,4,7,5,5
respondent_1433,municipality_010,1,5,10,1,3,2,2,6
respondent_1434,municipality_028,6,5,9,2,3,6,5,4
respondent_1435,municipality_095,3,3,3,1,3,2,1,1
respondent_1436,municipality_022,1,1,3,4,4,7,1,4
respondent_1437,municipality_028,7,7,10,7,3,7,7,7
respondent_1438,municipality_099,4,2,5,4,3,3,4,1
respondent_1439,municipality_026,5,2,6,4,3,5,6,3
respondent_1440,municipality_072,1,1,9,1,3,4,4,1
respondent_1441,municipality_063,2,1,6,4,4,6,1,4
respondent_1442,municipality_068,6,5,10,6,3,5,5,6
respondent_1443,municipality_018,2,1,10,1,3,3,3,2
respondent_1444,municipality_023,4,5,6,1,3,7,6,3
respondent_1445,municipality_103,5,5,6,2,3,6,6,6
respondent_1446,municipality_043,4,4,5,3,4,4,3,3
respondent_1447,municipality_090,5,6,1,1,4,6,6,7
respondent_1448,municipality_023,5,5,6,4,2,6,6,4
respondent_1449,municipality_013,6,4,5,4,3,4,5,2
respondent_1450,municipality_035,1,1,2,6,4,1,4,2
respondent_1451,municipality_092,5,4,8,3,3,7,5,6
respondent_1452,municipality_096,5,5,3,2,3,7,3,6
respondent_1453,municipality_043,7,2,9,4,4,7,7,7
respondent_1454,municipality_099,4,1,8,4,2,4,2,3
respondent_1455,municipality_090,6,1,8,1,3,5,3,1
respondent_1456,municipality_030,3,3,5,3,4,4,4,3
respondent_1457,municipality_009,1,1,1,1,4,1,1,1
respondent_1458,municipality_070,5,2,5,3,4,5,6,3
respondent_1459,municipality_087,1,1,1,2,4,1,3,2
respondent_1460,municipality_017,5,3,5,3,3,5,4,5
respondent_1461,municipality_081,6,2,10,4,3,6,2,4
respondent_1462,municipality_056,7,1,1,7,4,7,7,7
respondent_1463,municipality_090,6,1,8,1,3,5,3,1
respondent_1464,municipality_086,1,1,8,1,3,4,2,2
respondent_1465,municipality_015,7,7,9,4,1,7,7,6
respondent_1466,municipality_098,1,1,4,1,3,4,2,2
respondent_1467,municipality_023,3,5,4,1,2,6,7,3
respondent_1468,municipality_103,4,7,2,3,4,2,2,4
respondent_1469,municipality_025,5,1,3,6,4,2,3,4
respondent_1470,municipality_094,5,4,1,1,3,7,4,1
respondent_1471,municipality_102,6,7,10,4,1,7,6,7
respondent_1472,municipality_065,3,2,5,2,3,4,4,4
respondent_1473,municipality_044,4,5,5,2,4,6,3,4
respondent_1474,municipality_095,2,1,10,1,4,1,1,1
respondent_1475,municipality_104,3,3,6,3,4,3,3,3
respondent_1476,municipality_074,4,7,2,1,3,3,3,1
respondent_1477,municipality_028,7,1,10,1,2,7,5,1
respondent_1478,municipality_055,2,1,4,2,4,4,2,2
respondent_1479,municipality_017,5,5,10,2,3,3,1,3
respondent_1480,municipality_018,7,7,4,7,3,7,6,5
respondent_1481,municipality_082,7,1,10,1,4,7,7,7
respondent_1482,municipality_063,1,1,6,1,3,5,1,1
respondent_1483,municipality_100,7,5,10,2,3,7,7,7
respondent_1484,municipality_042,1,6,5,1,3,1,7,7
respondent_1485,municipality_053,5,7,5,1,3,7,4,7
respondent_1486,municipality_082,1,1,1,1,4,1,1,1
respondent_1487,municipality_034,7,5,1,7,1,7,5,6
respondent_1488,municipality_082,7,3,10,1,3,7,7,1
respondent_1489,municipality_062,2,7,10,1,4,7,6,4
respondent_1490,municipality_051,2,4,7,2,2,4,5,2
respondent_1491,municipality_031,6,2,9,1,3,5,3,6
respondent_1492,municipality_021,7,5,3,1,3,7,3,5
respondent_1493,municipality_087,5,3,5,1,4,6,4,2
respondent_1494,municipality_078,4,3,6,2,3,6,4,2
respondent_1495,municipality_095,5,1,3,7,3,7,6,5
respondent_1496,municipality_054,7,7,6,1,4,6,1,1
respondent_1497,municipality_079,1,1,8,1,4,1,1,1
respondent_1498,municipality_094,2,5,4,6,4,4,6,7
respondent_1499,municipality_089,4,1,3,2,2,3,2,7
respondent_1500,municipality_009,4,1,2,6,4,7,3,2
respondent_1501,municipality_014,1,1,3,1,4,3,1,1
respondent_1502,municipality_032,6,5,8,5,2,7,6,5
respondent_1503,municipality_031,5,1,7,2,2,4,3,7
respondent_1504,municipality_009,3,1,5,1,2,4,3,1
respondent_1505,municipality_063,4,1,5,1,2,4,3,2
respondent_1506,municipality_095,2,1,5,1,2,3,1,1
respondent_1507,municipality_053,5,1,5,1,4,1,1,1
respondent_1508,municipality_028,5,1,2,1,4,4,6,1
respondent_1509,municipality_029,4,3,10,3,3,4,3,3
respondent_1510,municipality_062,7,5,4,7,3,7,7,7
respondent_1511,municipality_006,1,1,1,1,2,1,1,1
respondent_1512,municipality_095,5,4,3,7,3,7,7,7
respondent_1513,municipality_035,5,1,2,1,2,3,1,2
respondent_1514,municipality_003,2,1,7,1,4,2,1,1
respondent_1515,municipality_071,5,3,1,2,3,4,5,7
respondent_1516,municipality_046,6,1,7,3,4,7,7,1
respondent_1517,municipality_034,4,1,10,1,2,4,3,1
respondent_1518,municipality_041,4,3,10,3,4,6,6,3
respondent_1519,municipality_038,3,5,5,2,3,6,5,4
respondent_1520,municipality_039,7,1,10,1,3,7,4,7
respondent_1521,municipality_063,5,5,5,4,3,4,3,5
respondent_1522,municipality_090,7,2,8,7,1,7,7,6
respondent_1523,municipality_024,1,5,6,3,4,6,1,5
respondent_1524,municipality_023,5,5,7,5,2,6,6,5
respondent_1525,municipality_025,3,1,3,1,1,5,1,3
respondent_1526,municipality_018,6,4,10,5,2,7,6,5
respondent_1527,municipality_016,5,4,5,6,4,7,6,4
respondent_1528,municipality_032,6,5,7,5,3,6,6,5
respondent_1529,municipality_063,7,5,7,4,4,7,7,6
respondent_1530,municipality_096,7,7,10,7,2,7,7,7
respondent_1531,municipality_066,7,5,5,1,4,7,1,3
respondent_1532,municipality_105,7,7,1,4,2,7,6,3
respondent_1533,municipality_079,4,3,10,3,3,4,5,5
respondent_1534,municipality_054,6,1,10,7,3,5,7,7
respondent_1535,municipality_103,1,1,10,2,3,3,1,2
respondent_1536,municipality_005,3,2,5,3,3,3,3,3
respondent_1537,municipality_095,2,2,3,2,3,2,2,2
respondent_1538,municipality_010,6,5,6,1,3,4,6,6
respondent_1539,municipality_079,4,3,10,3,3,4,5,5
respondent_1540,municipality_021,5,1,10,1,1,5,7,2
respondent_1541,municipality_072,7,2,8,5,3,6,4,4
respondent_1542,municipality_005,4,3,6,3,3,4,4,5
respondent_1543,municipality_045,6,2,6,5,2,5,5,4
respondent_1544,municipality_102,1,7,10,7,4,1,6,6
respondent_1545,municipality_020,1,4,10,3,4,5,4,4
respondent_1546,municipality_066,3,3,6,1,4,1,5,4
respondent_1547,municipality_063,4,4,5,2,3,4,5,3
respondent_1548,municipality_005,2,3,3,3,3,3,4,3
respondent_1549,municipality_071,5,1,4,7,4,1,2,3
respondent_1550,municipality_095,5,1,7,1,3,1,1,1
respondent_1551,municipality_045,2,5,5,2,4,5,3,1
respondent_1552,municipality_081,5,4,4,4,3,7,2,3
respondent_1553,municipality_027,7,3,8,6,4,7,1,2
respondent_1554,municipality_091,5,4,10,1,4,5,5,5
respondent_1555,municipality_098,4,6,8,1,3,5,6,1
respondent_1556,municipality_011,5,4,8,4,3,5,5,4
respondent_1557,municipality_023,1,5,1,1,3,4,3,4
respondent_1558,municipality_063,4,2,5,2,4,3,2,3
respondent_1559,municipality_031,7,2,8,5,1,6,5,4
