marked_register_2014,ward,street,treat,weights
0,B,668bd4c41092e48d58c54551040e51d8,0,3.6119402985074633
1,G,4e7af57ee5e8f6d771b8d6cf53a9a905,0,4.502057613168724
1,G,4e7af57ee5e8f6d771b8d6cf53a9a905,0,4.502057613168724
0,G,4e7af57ee5e8f6d771b8d6cf53a9a905,0,4.502057613168724
1,B,7583ea8bb29d0430288689bd8e95f449,1,1.3828571428571428
1,G,6758f7db667bc0b5d50f2dd341384451,1,1.2855464159811987
1,G,6758f7db667bc0b5d50f2dd341384451,1,1.2855464159811987
1,B,cbe2a08f704b02fb698b95bca8101120,1,1.3828571428571428
0,G,c8065c8f06e0f2bfcedefc9faa34647f,1,1.2855464159811987
0,G,265d47557a64017cde4a6217184ae5b4,1,1.2855464159811987
1,G,9f3fcf19665f0c705997f48b61e9252b,1,1.2855464159811987
1,G,9f3fcf19665f0c705997f48b61e9252b,1,1.2855464159811987
1,B,ccc111c1383c1cdded29db2485feeda1,1,1.3828571428571428
0,B,ccc111c1383c1cdded29db2485feeda1,1,1.3828571428571428
1,B,ccc111c1383c1cdded29db2485feeda1,1,1.3828571428571428
1,B,ccc111c1383c1cdded29db2485feeda1,1,1.3828571428571428
0,C,b3741b6c9cb7019e3fb6c544ba184eee,0,3.30890052356021
1,F,3fdfea4c6b07833c0b4c07522123ac2e,1,1.195583596214511
1,F,3fdfea4c6b07833c0b4c07522123ac2e,1,1.195583596214511
0,A,e960025588e2af2376b853bb7d33f918,1,1.5385934819897085
0,B,1b0ea6b916b8f9e483fcff7a89e3ce16,1,1.3828571428571428
0,A,9f08d3936b18200332f5aa68ae8a3834,1,1.5385934819897085
1,A,9f08d3936b18200332f5aa68ae8a3834,1,1.5385934819897085
1,A,9f08d3936b18200332f5aa68ae8a3834,1,1.5385934819897085
1,B,a0bfc0521e61a8c9d4706430e7e28296,0,3.6119402985074633
1,B,a0bfc0521e61a8c9d4706430e7e28296,0,3.6119402985074633
1,B,39f04c4f8e30fc9ac7e9a37a29ec1fe1,0,3.6119402985074633
1,C,7a30d248d78f5c138e6ce370a8e5d69b,1,1.4331065759637187
1,C,7a30d248d78f5c138e6ce370a8e5d69b,1,1.4331065759637187
1,E,08960ce300a7b5246f95d4e80fb2fe1e,0,4.555555555555556
1,E,08960ce300a7b5246f95d4e80fb2fe1e,0,4.555555555555556
0,C,90965fcbcf1c6dc6ddbb84102e7be343,1,1.4331065759637187
0,C,90965fcbcf1c6dc6ddbb84102e7be343,1,1.4331065759637187
1,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
0,C,4a8bac98dbf8affbcd56e363b04b95b5,0,3.30890052356021
0,G,96a39dc06a5013c43cce9cb6b144a877,1,1.2855464159811987
0,G,96a39dc06a5013c43cce9cb6b144a877,1,1.2855464159811987
0,G,96a39dc06a5013c43cce9cb6b144a877,1,1.2855464159811987
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,E,26fcba9734d6f005de49627961eca492,0,4.555555555555556
0,E,26fcba9734d6f005de49627961eca492,0,4.555555555555556
0,C,120ce3a489299a66b602ff257d3fac37,1,1.4331065759637187
0,C,120ce3a489299a66b602ff257d3fac37,1,1.4331065759637187
1,C,9152f8ed0c7f78989bd240abf7d81df1,0,3.30890052356021
1,C,9152f8ed0c7f78989bd240abf7d81df1,0,3.30890052356021
1,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,2179b61f6add5783c31f5e4fc2135421,1,1.3621683967704727
0,D,2179b61f6add5783c31f5e4fc2135421,1,1.3621683967704727
0,D,2179b61f6add5783c31f5e4fc2135421,1,1.3621683967704727
0,I,7b6d20c8cc0adb3d5c89e6f49b840e66,1,1.2751031636863823
1,A,4ca05760f57778bd5780604f3e8c3397,0,2.856687898089172
1,E,d63e91b9a30ec8047ae35bab3b07c438,1,1.28125
0,C,0159adff6bb3f75c2efee644e700221c,0,3.30890052356021
1,H,40b252ae0aee9dfd9b6894275d8ccaa5,1,1.6079812206572772
1,H,40b252ae0aee9dfd9b6894275d8ccaa5,1,1.6079812206572772
0,D,f1f40f101d5b3afbe6ea98a3f725896c,1,1.3621683967704727
0,D,f1f40f101d5b3afbe6ea98a3f725896c,1,1.3621683967704727
0,D,f1f40f101d5b3afbe6ea98a3f725896c,1,1.3621683967704727
0,C,3c8a3bc64919949db1f69e3dc95995c8,0,3.30890052356021
0,C,3c8a3bc64919949db1f69e3dc95995c8,0,3.30890052356021
1,C,8fa64395bd28bee172939a7fbd65c716,0,3.30890052356021
1,C,8fa64395bd28bee172939a7fbd65c716,0,3.30890052356021
1,G,965d38441b1cc8e06a3ceee0ac14021d,1,1.2855464159811987
1,G,965d38441b1cc8e06a3ceee0ac14021d,1,1.2855464159811987
0,I,2313436091a2d5614ef87054cee93ac9,1,1.2751031636863823
0,I,2313436091a2d5614ef87054cee93ac9,1,1.2751031636863823
1,C,68362e50ae1cf73dc0c81a0d3f215270,0,3.30890052356021
1,C,68362e50ae1cf73dc0c81a0d3f215270,0,3.30890052356021
1,D,22e05fb362fa9b914d0be47310fd72b4,1,1.3621683967704727
1,I,333f36ed599c64eff1a0f8ed7ecce224,1,1.2751031636863823
1,I,333f36ed599c64eff1a0f8ed7ecce224,1,1.2751031636863823
1,D,4e71e5e464eae3900259af338c0e2169,1,1.3621683967704727
0,C,b856f0d78313393b75fa03735a5ada54,1,1.4331065759637187
1,E,6ace5179875beedb10fc067029e3758c,1,1.28125
1,E,6ace5179875beedb10fc067029e3758c,1,1.28125
1,E,6ace5179875beedb10fc067029e3758c,1,1.28125
1,H,85483ea5a643aa146ceff305aab27289,1,1.6079812206572772
0,B,cbf08a1a892ee7da441b9e2ca1122e54,1,1.3828571428571428
1,B,cbf08a1a892ee7da441b9e2ca1122e54,1,1.3828571428571428
0,D,1831b37e7495cf6356dd43907ea68b72,1,1.3621683967704727
0,H,aebf34957b7cf0664a18f18f9214bca2,1,1.6079812206572772
1,H,aebf34957b7cf0664a18f18f9214bca2,1,1.6079812206572772
1,E,e216fbdc1dfd02a95414b3033ae00e5e,0,4.555555555555556
0,G,6e349dede107acd97acf0597fec866cf,1,1.2855464159811987
0,C,668b069c2db45caa80b6c42de3419582,0,3.30890052356021
0,G,1c58f7088f48d545134d7c6ac8cac3a5,1,1.2855464159811987
0,G,1c58f7088f48d545134d7c6ac8cac3a5,1,1.2855464159811987
1,B,06eb5256961d0d8dd8e68b133ff9efad,1,1.3828571428571428
1,B,06eb5256961d0d8dd8e68b133ff9efad,1,1.3828571428571428
1,H,6696855ba75321dfdbfcd6080f15cef7,1,1.6079812206572772
1,H,6696855ba75321dfdbfcd6080f15cef7,1,1.6079812206572772
1,G,3572eeb0292cfc2cdadc31611f048433,0,4.502057613168724
1,G,3572eeb0292cfc2cdadc31611f048433,0,4.502057613168724
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
0,G,0d324dd77b7a508d4714ef56e045ff07,0,4.502057613168724
0,G,0d324dd77b7a508d4714ef56e045ff07,0,4.502057613168724
1,A,4be2c8952b9d0c622094ee1c40741d8e,1,1.5385934819897085
1,A,4be2c8952b9d0c622094ee1c40741d8e,1,1.5385934819897085
1,A,4be2c8952b9d0c622094ee1c40741d8e,1,1.5385934819897085
0,D,fd6e896222b89651dc9877b749b42563,1,1.3621683967704727
0,D,fd6e896222b89651dc9877b749b42563,1,1.3621683967704727
0,D,8c48407a9529b4991908a5e2b0ea2792,1,1.3621683967704727
0,D,8c48407a9529b4991908a5e2b0ea2792,1,1.3621683967704727
1,F,d89b0feb53562b57be017a4645acf909,1,1.195583596214511
1,F,d89b0feb53562b57be017a4645acf909,1,1.195583596214511
0,A,7942619f68063dbe225538220969a227,0,2.856687898089172
0,B,7a344565ddc80aa5588c277a75d2337f,1,1.3828571428571428
1,B,7a344565ddc80aa5588c277a75d2337f,1,1.3828571428571428
0,E,24295c03341774f6244456239fd2c87f,1,1.28125
0,E,24295c03341774f6244456239fd2c87f,1,1.28125
0,H,ba4004471c0b9bfa71575e2674e060ea,1,1.6079812206572772
0,H,ba4004471c0b9bfa71575e2674e060ea,1,1.6079812206572772
1,D,b6655ebdcb313303a8bc6d3412c6c6bd,1,1.3621683967704727
0,D,b6655ebdcb313303a8bc6d3412c6c6bd,1,1.3621683967704727
0,D,6970411f377eccd96060932d1f424bd1,1,1.3621683967704727
1,D,6970411f377eccd96060932d1f424bd1,1,1.3621683967704727
0,A,b2f148a3fc0cb05676e3910646800f61,1,1.5385934819897085
0,D,7e6c2843912f9ad98a2f58f09d67055b,1,1.3621683967704727
1,G,97a4187c0228136ccdb594f1f90d0cb5,1,1.2855464159811987
1,G,97a4187c0228136ccdb594f1f90d0cb5,1,1.2855464159811987
1,G,97a4187c0228136ccdb594f1f90d0cb5,1,1.2855464159811987
0,G,482756b56b90c9d99d32f6579f5c0770,1,1.2855464159811987
0,G,482756b56b90c9d99d32f6579f5c0770,1,1.2855464159811987
1,G,fca36e764ab9151d41e81956f440d6bd,0,4.502057613168724
1,G,fca36e764ab9151d41e81956f440d6bd,0,4.502057613168724
1,B,8279d0ec2d60e1af7e1e1060091e342d,1,1.3828571428571428
1,B,8279d0ec2d60e1af7e1e1060091e342d,1,1.3828571428571428
0,I,3fe0e73c3486050a69d9087650552504,0,4.635000000000001
1,H,1ebfd36961ce45c0219ed2fcbeae4497,1,1.6079812206572772
0,A,bd8e4b598761fa86ab8bf5336abfea56,0,2.856687898089172
1,A,bd8e4b598761fa86ab8bf5336abfea56,0,2.856687898089172
1,G,36fa52d6f16a0afa15c2a417a8153ee0,1,1.2855464159811987
0,G,36fa52d6f16a0afa15c2a417a8153ee0,1,1.2855464159811987
0,G,36fa52d6f16a0afa15c2a417a8153ee0,1,1.2855464159811987
0,E,4b7a60fa745654dd85b55071b3cc8450,0,4.555555555555556
0,E,4b7a60fa745654dd85b55071b3cc8450,0,4.555555555555556
0,E,85a7fd9de6106b4644454e14e63068db,0,4.555555555555556
0,B,65a13bd116de1b90cdc08eb89595fe8f,1,1.3828571428571428
0,B,65a13bd116de1b90cdc08eb89595fe8f,1,1.3828571428571428
1,I,268548d493aaffce3afad7c773e2aaca,1,1.2751031636863823
1,I,268548d493aaffce3afad7c773e2aaca,1,1.2751031636863823
0,B,929d3f3e516df8fd3d42a673992f2807,0,3.6119402985074633
1,B,929d3f3e516df8fd3d42a673992f2807,0,3.6119402985074633
0,A,5985cbd0dedf15f71339a7b62cb04e02,0,2.856687898089172
0,A,5985cbd0dedf15f71339a7b62cb04e02,0,2.856687898089172
1,A,cd806e63d1a9e54afbfd80a7481c347b,0,2.856687898089172
0,I,7f39cdf0a0fc2ece54dfb60e6f1651c5,1,1.2751031636863823
0,I,7f39cdf0a0fc2ece54dfb60e6f1651c5,1,1.2751031636863823
1,I,610db3dfee7dad1edaf294806f2ba390,0,4.635000000000001
1,I,610db3dfee7dad1edaf294806f2ba390,0,4.635000000000001
1,E,842763e971edeccec5d0508ae48d6859,0,4.555555555555556
1,A,7db404109cc6338ac646aab7bb1676d2,0,2.856687898089172
0,A,cf240f27ef4063e9a6b1de02da759cf2,1,1.5385934819897085
1,A,0370c8a3f4d9541be446617684bda83d,1,1.5385934819897085
1,A,0370c8a3f4d9541be446617684bda83d,1,1.5385934819897085
0,H,05f3b4c5ca078e68a9e0949ef43c5d87,1,1.6079812206572772
1,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
1,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
1,E,e8a53f1382013b1c846195f08e2a68ee,1,1.28125
0,E,e8a53f1382013b1c846195f08e2a68ee,1,1.28125
1,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
1,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
1,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
1,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,E,e8a53f1382013b1c846195f08e2a68ee,1,1.28125
0,C,280a75c56530ffbdf6630c262d085a13,1,1.4331065759637187
0,C,280a75c56530ffbdf6630c262d085a13,1,1.4331065759637187
0,C,280a75c56530ffbdf6630c262d085a13,1,1.4331065759637187
1,F,aacba34b5845fe2be7e02e1540b40c9d,1,1.195583596214511
0,H,c2c85d5225b765eda412a78339dd8a13,0,2.6447876447876446
0,H,c2c85d5225b765eda412a78339dd8a13,0,2.6447876447876446
1,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
1,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
1,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
1,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
1,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
0,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
1,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
1,E,e8a53f1382013b1c846195f08e2a68ee,1,1.28125
1,E,e8a53f1382013b1c846195f08e2a68ee,1,1.28125
1,H,c2c85d5225b765eda412a78339dd8a13,0,2.6447876447876446
1,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
0,I,6abae94ba4027bf06708cc8bca386f05,1,1.2751031636863823
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
0,D,8ef34d7183bcdad3bf7d3e2d30de764d,1,1.3621683967704727
0,D,8ef34d7183bcdad3bf7d3e2d30de764d,1,1.3621683967704727
1,B,0cb4fa70fe3cf6c6e2dd222a8fc0b91e,1,1.3828571428571428
1,B,0cb4fa70fe3cf6c6e2dd222a8fc0b91e,1,1.3828571428571428
1,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
1,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
1,G,4e7af57ee5e8f6d771b8d6cf53a9a905,0,4.502057613168724
1,G,d05dfa087705e32a6f75cd28316aad7b,1,1.2855464159811987
1,G,d05dfa087705e32a6f75cd28316aad7b,1,1.2855464159811987
0,C,ddf9a1d9eed72a0f0ccfae955485451a,0,3.30890052356021
0,C,ddf9a1d9eed72a0f0ccfae955485451a,0,3.30890052356021
0,C,ddf9a1d9eed72a0f0ccfae955485451a,0,3.30890052356021
0,E,824d61feaf30ca85fbc73d05ee069969,1,1.28125
1,G,d8ce72e1fbe83ffa62440250ee3f22d2,1,1.2855464159811987
1,G,d8ce72e1fbe83ffa62440250ee3f22d2,1,1.2855464159811987
0,A,b1dcfe0e0b814a2c4d3a72575e47b425,1,1.5385934819897085
0,C,5a011ee7560791c0e3605d6e39e05b5d,1,1.4331065759637187
1,F,d4b905ffe74e83325996c34a90578e13,1,1.195583596214511
0,F,e83503ebe34a3c4e14a34b94a9078f7f,1,1.195583596214511
0,A,e960025588e2af2376b853bb7d33f918,1,1.5385934819897085
0,A,e960025588e2af2376b853bb7d33f918,1,1.5385934819897085
1,C,f9003ee46bb1321c04f27f2f57e93750,1,1.4331065759637187
1,C,f9003ee46bb1321c04f27f2f57e93750,1,1.4331065759637187
1,C,a7feb19726bae3b158380c8587f62910,1,1.4331065759637187
0,B,a0bfc0521e61a8c9d4706430e7e28296,0,3.6119402985074633
0,D,d3c3cdb6ebc522ccc7b6709201d93326,1,1.3621683967704727
1,A,fa160ed2b5eaf5b853ec244bfef2a276,0,2.856687898089172
1,E,2bce877562ce4ac797b04a28cfc4e3b4,1,1.28125
1,E,2bce877562ce4ac797b04a28cfc4e3b4,1,1.28125
1,B,a2c2315fd97a83db843e8a808765b683,0,3.6119402985074633
1,B,a2c2315fd97a83db843e8a808765b683,0,3.6119402985074633
1,E,17941f776a696d24f14caea0b414dd32,1,1.28125
1,E,195e728fcca423e5c9bd6a40f148293e,1,1.28125
1,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
1,E,26fcba9734d6f005de49627961eca492,0,4.555555555555556
0,C,120ce3a489299a66b602ff257d3fac37,1,1.4331065759637187
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
1,B,a84b1e71be3504a1fb7b87c17a9b7ef1,1,1.3828571428571428
1,D,2179b61f6add5783c31f5e4fc2135421,1,1.3621683967704727
1,D,2179b61f6add5783c31f5e4fc2135421,1,1.3621683967704727
1,G,eaf75459c741f8a92522decab5f09f55,1,1.2855464159811987
1,G,eaf75459c741f8a92522decab5f09f55,1,1.2855464159811987
0,A,c4c41f02ceab04fb8f7110ac404443c7,0,2.856687898089172
0,A,c4c41f02ceab04fb8f7110ac404443c7,0,2.856687898089172
0,I,17aec348fa31db84e756f34f0705b0de,0,4.635000000000001
0,C,fb9106418ed8df83a78831b390091960,0,3.30890052356021
0,C,253c689709339b14e9f79c18f54d19b1,0,3.30890052356021
0,C,253c689709339b14e9f79c18f54d19b1,0,3.30890052356021
1,I,59885f10b62ab4f6e6dee7caf7abc22a,1,1.2751031636863823
1,I,59885f10b62ab4f6e6dee7caf7abc22a,1,1.2751031636863823
1,C,5116eda042e48e9c97ee2ba206913be1,0,3.30890052356021
1,C,5116eda042e48e9c97ee2ba206913be1,0,3.30890052356021
1,B,21c7934c4388a32df376e51c89b936fd,1,1.3828571428571428
1,B,21c7934c4388a32df376e51c89b936fd,1,1.3828571428571428
1,B,21c7934c4388a32df376e51c89b936fd,1,1.3828571428571428
0,E,bc09d7593cabd0879c880fe389afb3a9,1,1.28125
0,E,bc09d7593cabd0879c880fe389afb3a9,1,1.28125
1,H,40b252ae0aee9dfd9b6894275d8ccaa5,1,1.6079812206572772
0,D,f1f40f101d5b3afbe6ea98a3f725896c,1,1.3621683967704727
0,D,f1f40f101d5b3afbe6ea98a3f725896c,1,1.3621683967704727
1,C,2744d5024756c96cd2f62bef2005734b,1,1.4331065759637187
1,C,2744d5024756c96cd2f62bef2005734b,1,1.4331065759637187
0,C,934713bc4bbda887d1b1a9c152186a80,1,1.4331065759637187
0,G,542307798412a15c181ff7b1b3d7e544,1,1.2855464159811987
0,G,542307798412a15c181ff7b1b3d7e544,1,1.2855464159811987
0,I,42c6caebf95925424bc819d15671d607,1,1.2751031636863823
0,I,42c6caebf95925424bc819d15671d607,1,1.2751031636863823
0,F,f7fe6b2ae347ffbde5ee1b1f8353f5db,1,1.195583596214511
0,F,f7fe6b2ae347ffbde5ee1b1f8353f5db,1,1.195583596214511
0,G,d75efe56da0dd4b2ba686423f21c049b,1,1.2855464159811987
1,F,a9d9e2af6facdcd8fe8d0d1628f4c755,0,6.112903225806453
1,F,a9d9e2af6facdcd8fe8d0d1628f4c755,0,6.112903225806453
1,D,4e71e5e464eae3900259af338c0e2169,1,1.3621683967704727
1,D,4e71e5e464eae3900259af338c0e2169,1,1.3621683967704727
0,C,698fc6c77984df73ec08f3ad1525be51,1,1.4331065759637187
0,C,698fc6c77984df73ec08f3ad1525be51,1,1.4331065759637187
0,E,eb1b0452f89130e51f645656a7045993,1,1.28125
1,B,09606d7d1c33f5088d8cbdaf4ebaff4f,1,1.3828571428571428
1,H,85483ea5a643aa146ceff305aab27289,1,1.6079812206572772
0,H,f0243e9fe9ef0459c41476f556316970,1,1.6079812206572772
0,B,506f89e848feebe0176d5c186094f26a,0,3.6119402985074633
0,D,ba362e5b42c81e26a9934e8892d53136,1,1.3621683967704727
0,D,ba362e5b42c81e26a9934e8892d53136,1,1.3621683967704727
1,H,6696855ba75321dfdbfcd6080f15cef7,1,1.6079812206572772
1,H,6696855ba75321dfdbfcd6080f15cef7,1,1.6079812206572772
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
1,E,d81183cfddf035e8010971961d2fb687,0,4.555555555555556
1,E,d81183cfddf035e8010971961d2fb687,0,4.555555555555556
1,F,d89b0feb53562b57be017a4645acf909,1,1.195583596214511
1,I,badf4eb4da27e676db6f04a928d2fdc7,1,1.2751031636863823
1,I,badf4eb4da27e676db6f04a928d2fdc7,1,1.2751031636863823
1,D,f78d42030d11912a49b98a1e12840fbf,0,3.7611464968152872
1,D,f78d42030d11912a49b98a1e12840fbf,0,3.7611464968152872
1,D,f78d42030d11912a49b98a1e12840fbf,0,3.7611464968152872
0,D,f78d42030d11912a49b98a1e12840fbf,0,3.7611464968152872
0,A,491c40e31bb2078dda3f9543ce5c1d17,0,2.856687898089172
0,A,491c40e31bb2078dda3f9543ce5c1d17,0,2.856687898089172
1,H,27c90a69c4ba8bb2314ddd15bee707ba,1,1.6079812206572772
1,H,27c90a69c4ba8bb2314ddd15bee707ba,1,1.6079812206572772
1,F,2d7fb7f390ee20f0b1bf0488fccbd17b,1,1.195583596214511
1,F,2d7fb7f390ee20f0b1bf0488fccbd17b,1,1.195583596214511
0,C,e990396bc3461724d9805a508ae0d482,1,1.4331065759637187
0,C,e990396bc3461724d9805a508ae0d482,1,1.4331065759637187
0,D,6970411f377eccd96060932d1f424bd1,1,1.3621683967704727
0,D,6970411f377eccd96060932d1f424bd1,1,1.3621683967704727
1,G,b8ffc1db7c5d0db20a50f3a17d7340a7,1,1.2855464159811987
1,A,b2f148a3fc0cb05676e3910646800f61,1,1.5385934819897085
0,A,b2f148a3fc0cb05676e3910646800f61,1,1.5385934819897085
1,A,b2f148a3fc0cb05676e3910646800f61,1,1.5385934819897085
1,G,6bac6f1f15729e7f98d3932349e6d24d,1,1.2855464159811987
0,B,8279d0ec2d60e1af7e1e1060091e342d,1,1.3828571428571428
0,B,8279d0ec2d60e1af7e1e1060091e342d,1,1.3828571428571428
1,H,1ebfd36961ce45c0219ed2fcbeae4497,1,1.6079812206572772
1,H,1ebfd36961ce45c0219ed2fcbeae4497,1,1.6079812206572772
0,H,8449b60baaf38bc29341eca959800e39,1,1.6079812206572772
1,I,5c45308b05280eb58c1dfa2ad9abf703,0,4.635000000000001
0,E,9fc8686132df2e5412e891a487e7c5e6,1,1.28125
0,E,9fc8686132df2e5412e891a487e7c5e6,1,1.28125
1,E,9fc8686132df2e5412e891a487e7c5e6,1,1.28125
1,E,4b7a60fa745654dd85b55071b3cc8450,0,4.555555555555556
0,E,4b7a60fa745654dd85b55071b3cc8450,0,4.555555555555556
1,E,4b7a60fa745654dd85b55071b3cc8450,0,4.555555555555556
0,E,dbedba61c228d7ebddbaf9f53b6959e2,0,4.555555555555556
0,C,dbec8539cc8dd8e1f76a5034b75adc0f,0,3.30890052356021
0,C,dbec8539cc8dd8e1f76a5034b75adc0f,0,3.30890052356021
1,A,921be6279c7d1ce210a290550bbfb800,1,1.5385934819897085
1,A,921be6279c7d1ce210a290550bbfb800,1,1.5385934819897085
1,C,34a24d62dd26cd4d2893aab3b621b453,1,1.4331065759637187
1,C,34a24d62dd26cd4d2893aab3b621b453,1,1.4331065759637187
1,B,929d3f3e516df8fd3d42a673992f2807,0,3.6119402985074633
1,B,929d3f3e516df8fd3d42a673992f2807,0,3.6119402985074633
1,I,610db3dfee7dad1edaf294806f2ba390,0,4.635000000000001
1,I,610db3dfee7dad1edaf294806f2ba390,0,4.635000000000001
0,A,cf240f27ef4063e9a6b1de02da759cf2,1,1.5385934819897085
0,A,cf240f27ef4063e9a6b1de02da759cf2,1,1.5385934819897085
0,A,cf240f27ef4063e9a6b1de02da759cf2,1,1.5385934819897085
1,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
1,D,71cc6f6043884bb688b45740a89125ab,1,1.3621683967704727
1,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
0,E,fec5ab6b4ffd193ecc39bcedb85080cc,1,1.28125
1,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
0,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
1,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,B,6406b9793536e7f5a9bbff5d5d570008,1,1.3828571428571428
0,B,6406b9793536e7f5a9bbff5d5d570008,1,1.3828571428571428
0,B,cbf08a1a892ee7da441b9e2ca1122e54,1,1.3828571428571428
1,B,cbf08a1a892ee7da441b9e2ca1122e54,1,1.3828571428571428
0,C,280a75c56530ffbdf6630c262d085a13,1,1.4331065759637187
0,C,280a75c56530ffbdf6630c262d085a13,1,1.4331065759637187
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
0,D,64bf27f4b21fa42db79e3a05a4420d81,0,3.7611464968152872
1,H,0f975378d188f55a4c1a0a09b6caab6a,1,1.6079812206572772
1,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
0,D,6fd3619a47a043617ccf95d16d4e9293,1,1.3621683967704727
1,I,e4aca95a95446c5502494e8d665d71f8,1,1.2751031636863823
1,I,e4aca95a95446c5502494e8d665d71f8,1,1.2751031636863823
1,I,17aec348fa31db84e756f34f0705b0de,0,4.635000000000001
1,I,17aec348fa31db84e756f34f0705b0de,0,4.635000000000001
1,I,4750a74266c26aea538861c64f5cb017,0,4.635000000000001
1,I,4750a74266c26aea538861c64f5cb017,0,4.635000000000001
0,B,0ed898d6a2f2b3862e07cf7a2a232924,1,1.3828571428571428
1,F,7b433f3ecb907776101c03863164944a,1,1.195583596214511
0,F,7b433f3ecb907776101c03863164944a,1,1.195583596214511
0,D,ad153ec06f055981074aa4302ffbd6f4,1,1.3621683967704727
1,D,ad153ec06f055981074aa4302ffbd6f4,1,1.3621683967704727
1,C,1875f5b04b7b1cbf666bd90ff9f1f122,1,1.4331065759637187
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
0,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
0,C,495f3b705cf3e2e9e897b1e6c787e87c,1,1.4331065759637187
0,C,495f3b705cf3e2e9e897b1e6c787e87c,1,1.4331065759637187
0,C,495f3b705cf3e2e9e897b1e6c787e87c,1,1.4331065759637187
0,C,495f3b705cf3e2e9e897b1e6c787e87c,1,1.4331065759637187
1,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
0,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
1,I,f8ce200124ef0c69945dc52494aed710,1,1.2751031636863823
1,I,4956c8c3d3b5e35a0c33f91aaa86113d,1,1.2751031636863823
1,I,4956c8c3d3b5e35a0c33f91aaa86113d,1,1.2751031636863823
1,I,611103fbd75bf87fbdcc9260cd5eb7eb,1,1.2751031636863823
1,B,cbe2a08f704b02fb698b95bca8101120,1,1.3828571428571428
