"ID","X","Y_Z_0","Y_Z_1"
"01396",0,0,1
"01397",1,0,0
"01398",0,0,1
"01399",0,1,0
"01400",0,0,0
"01401",0,0,1
"01402",0,0,1
"01403",0,0,1
"01404",0,1,1
"01405",1,0,0
"01406",1,1,1
"01407",1,0,0
"01408",0,1,1
"01409",0,1,0
"01410",1,0,0
"01411",1,0,0
"01412",0,0,0
"01413",0,1,0
"01414",0,1,1
"01415",0,1,1
"01416",0,1,1
"01417",0,1,1
"01418",0,1,1
"01419",0,1,1
"01420",1,0,0
"01421",0,1,0
"01422",0,1,1
"01423",0,1,0
"01424",0,1,1
"01425",0,1,0
"01426",1,0,0
"01427",0,1,1
"01428",0,1,1
"01429",0,0,1
"01430",1,0,0
"01431",0,1,1
"01432",0,0,0
"01433",0,1,1
"01434",0,0,1
"01435",0,1,1
"01436",0,1,1
"01437",0,0,1
"01438",0,1,1
"01439",0,1,0
"01440",0,0,1
"01441",0,1,1
"01442",0,1,0
"01443",0,0,1
"01444",1,0,0
"01445",1,1,1
"01446",0,0,0
"01447",0,1,1
"01448",1,0,0
"01449",0,0,1
"01450",1,1,0
"01451",0,1,1
"01452",0,1,1
"01453",0,0,1
"01454",0,0,1
"01455",0,1,0
"01456",0,1,1
"01457",1,0,0
"01458",0,1,1
"01459",1,0,1
"01460",1,0,0
"01461",1,1,1
"01462",0,1,1
"01463",0,1,1
"01464",1,0,0
"01465",0,0,0
"01466",0,1,1
"01467",0,0,1
"01468",0,1,1
"01469",0,1,1
"01470",0,0,1
"01471",0,1,1
"01472",0,0,1
"01473",0,1,1
"01474",0,0,1
"01475",0,1,1
"01476",0,1,1
"01477",0,1,1
"01478",1,0,0
"01479",0,0,1
"01480",0,1,1
"01481",0,1,0
"01482",0,0,1
"01483",0,1,1
"01484",0,0,1
"01485",0,1,1
"01486",0,1,0
"01487",0,1,1
"01488",0,1,1
"01489",0,1,1
"01490",0,1,1
"01491",0,1,1
"01492",0,1,1
"01493",0,1,0
"01494",0,1,1
"01495",0,1,1
"01496",0,1,1
"01497",0,1,1
"01498",0,1,1
"01499",0,1,0
"01500",0,0,1
"01501",0,1,1
"01502",0,1,1
"01503",0,1,1
"01504",0,1,1
"01505",0,1,1
"01506",1,0,0
"01507",0,1,1
"01508",0,0,1
"01509",0,1,1
"01510",0,0,1
"01511",1,1,0
"01512",1,0,0
"01513",0,1,1
"01514",0,1,1
"01515",0,1,0
"01516",0,1,0
"01517",1,0,1
"01518",1,0,0
"01519",0,0,1
"01520",0,1,1
"01521",0,1,1
"01522",0,1,1
"01523",0,1,1
"01524",1,0,0
"01525",0,1,1
"01526",0,1,1
"01527",0,1,1
"01528",0,1,1
"01529",0,1,1
"01530",0,1,1
"01531",0,1,1
"01532",0,1,1
"01533",0,1,0
"01534",0,1,1
"01535",0,0,1
"01536",0,1,1
"01537",1,0,0
"01538",1,0,0
"01539",0,1,1
"01540",0,1,1
"01541",0,1,0
"01542",0,0,1
"01543",0,1,1
"01544",0,1,1
"01545",0,1,1
"01546",0,1,1
"01547",0,1,1
"01548",0,0,1
"01549",0,0,1
"01550",0,1,1
"01551",0,1,1
"01552",1,0,0
"01553",1,0,0
"01554",0,0,1
"01555",0,1,1
"01556",0,0,1
"01557",0,1,0
"01558",1,0,0
"01559",0,1,0
"01560",0,1,0
"01561",0,1,1
"01562",0,1,1
"01563",0,1,1
"01564",0,1,1
"01565",0,1,1
"01566",0,1,0
"01567",1,1,0
"01568",0,1,1
"01569",0,1,1
"01570",0,1,0
"01571",0,0,1
"01572",0,0,1
"01573",0,1,1
"01574",0,1,1
"01575",0,0,1
"01576",0,1,0
"01577",0,1,1
"01578",0,0,1
"01579",0,1,0
"01580",0,0,1
"01581",0,1,0
"01582",0,1,1
"01583",0,1,1
"01584",1,0,1
"01585",0,1,1
"01586",0,1,0
"01587",0,0,1
"01588",0,1,1
"01589",1,1,0
"01590",1,0,1
"01591",1,0,0
"01592",0,1,1
"01593",0,1,1
"01594",0,1,1
"01595",0,1,1
"01596",0,0,1
"01597",1,0,0
"01598",0,1,1
"01599",0,1,0
"01600",0,0,0
"01601",0,0,1
"01602",0,1,0
"01603",0,1,1
"01604",1,1,0
"01605",0,1,1
"01606",1,0,0
"01607",0,1,0
"01608",1,0,0
"01609",1,1,1
"01610",0,1,0
"01611",0,0,1
"01612",0,0,1
"01613",0,0,1
"01614",1,0,0
"01615",0,1,1
"01616",1,0,0
"01617",1,0,0
"01618",0,0,1
"01619",0,0,1
"01620",0,1,1
"01621",1,0,0
"01622",0,1,1
"01623",1,0,0
"01624",0,0,1
"01625",1,0,0
"01626",0,0,1
"01627",0,1,1
"01628",0,1,1
"01629",1,1,0
"01630",0,1,1
"01631",0,1,1
"01632",0,0,1
"01633",0,1,1
"01634",0,1,0
"01635",0,1,1
"01636",0,1,0
"01637",1,1,0
"01638",0,1,1
"01639",0,1,1
"01640",0,0,1
"01641",0,1,1
"01642",1,1,1
"01643",1,0,0
"01644",0,1,1
"01645",0,1,1
"01646",0,1,0
"01647",0,1,1
"01648",0,1,1
"01649",0,0,1
"01650",0,0,1
"01651",0,1,1
"01652",0,1,1
"01653",0,0,1
"01654",0,1,1
"01655",0,0,1
"01656",0,1,1
"01657",0,1,1
"01658",1,1,0
"01659",0,0,1
"01660",0,1,1
"01661",1,0,0
"01662",0,0,1
"01663",0,1,1
"01664",0,1,1
"01665",0,1,0
"01666",0,1,1
"01667",0,1,1
"01668",0,1,0
"01669",0,1,1
"01670",0,0,1
"01671",0,0,1
"01672",0,1,1
"01673",1,1,0
"01674",0,1,1
"01675",0,0,1
"01676",0,1,1
"01677",1,0,0
"01678",0,0,1
"01679",0,1,1
"01680",0,1,1
"01681",0,1,0
"01682",1,0,1
"01683",0,1,1
"01684",0,0,0
"01685",1,0,0
"01686",0,1,0
"01687",0,1,1
"01688",1,0,0
"01689",0,1,1
"01690",0,1,1
"01691",0,1,0
"01692",0,0,1
"01693",0,1,1
"01694",0,1,1
"01695",0,1,1
"01696",1,0,0
"01697",0,1,0
"01698",0,0,1
"01699",0,1,1
"01700",0,1,1
"01701",0,1,1
"01702",1,1,0
"01703",1,0,0
"01704",0,1,1
"01705",0,1,1
"01706",0,1,1
"01707",0,0,1
"01708",1,0,0
"01709",0,1,1
"01710",1,1,1
"01711",0,0,1
"01712",1,0,1
"01713",1,0,1
"01714",1,0,0
"01715",0,1,1
"01716",0,0,1
"01717",0,1,1
"01718",0,0,0
"01719",0,0,1
"01720",0,1,0
"01721",1,1,0
"01722",0,1,1
"01723",0,1,1
"01724",0,1,0
"01725",0,1,1
"01726",0,0,1
"01727",0,0,1
"01728",1,0,1
"01729",1,0,1
"01730",0,1,0
"01731",1,0,0
"01732",0,1,1
"01733",0,1,1
"01734",1,0,0
"01735",0,1,1
"01736",0,1,1
"01737",0,0,1
"01738",1,0,0
"01739",0,1,1
"01740",0,0,1
"01741",0,0,1
"01742",0,1,0
"01743",0,1,1
"01744",0,1,1
"01745",0,1,1
"01746",0,1,0
"01747",0,0,1
"01748",0,0,0
"01749",1,1,0
"01750",0,0,1
"01751",0,1,1
"01752",0,1,0
"01753",0,1,1
"01754",0,1,0
"01755",0,1,1
"01756",1,0,0
"01757",0,1,1
"01758",0,1,0
"01759",0,0,1
"01760",0,1,0
"01761",1,0,0
"01762",0,1,0
"01763",0,0,1
"01764",1,0,0
"01765",0,0,0
"01766",0,0,1
"01767",0,1,1
"01768",0,1,1
"01769",0,1,0
"01770",0,1,1
"01771",0,0,1
"01772",0,0,0
"01773",0,1,1
"01774",1,0,0
"01775",1,0,0
"01776",1,0,1
"01777",1,0,0
"01778",0,1,1
"01779",0,0,1
"01780",1,0,0
"01781",0,0,1
"01782",0,1,1
"01783",0,1,1
"01784",1,1,0
"01785",1,1,0
"01786",0,1,1
"01787",0,0,1
"01788",0,1,0
"01789",1,0,1
"01790",0,1,0
"01791",0,1,1
"01792",0,1,0
"01793",0,1,1
"01794",0,1,1
"01795",0,1,1
"01796",0,1,1
"01797",0,1,1
"01798",0,1,0
"01799",1,0,0
"01800",0,0,1
"01801",0,0,1
"01802",1,1,0
"01803",0,0,1
"01804",1,1,0
"01805",0,0,1
"01806",0,1,1
"01807",0,1,0
"01808",0,1,1
"01809",0,1,1
"01810",1,0,0
"01811",0,1,1
"01812",0,0,0
"01813",0,1,1
"01814",0,1,0
"01815",0,0,0
"01816",0,1,0
"01817",0,0,1
"01818",1,0,0
"01819",1,0,0
"01820",0,1,1
"01821",0,0,1
"01822",1,0,0
"01823",0,1,1
"01824",0,1,1
"01825",0,1,1
"01826",0,1,1
"01827",0,1,0
"01828",0,1,1
"01829",1,1,0
"01830",0,1,1
"01831",0,1,1
"01832",1,0,0
"01833",0,1,1
"01834",0,1,1
"01835",0,1,1
"01836",0,1,1
"01837",1,0,0
"01838",0,1,1
"01839",0,0,0
"01840",1,1,0
"01841",1,0,0
"01842",0,1,1
"01843",0,1,1
"01844",0,0,1
"01845",0,1,0
"01846",0,1,1
"01847",0,1,1
"01848",0,1,1
"01849",0,0,1
"01850",0,1,1
"01851",0,1,1
"01852",0,1,1
"01853",0,1,1
"01854",0,1,0
"01855",0,0,0
"01856",0,1,1
"01857",1,0,0
"01858",0,0,1
"01859",0,1,1
"01860",0,1,1
"01861",0,1,1
"01862",1,0,0
"01863",0,1,1
"01864",0,1,1
"01865",0,0,1
"01866",0,0,1
"01867",1,1,0
"01868",0,1,0
"01869",0,0,0
"01870",0,1,1
"01871",0,1,1
"01872",1,0,0
"01873",1,0,0
"01874",0,0,1
"01875",0,1,1
"01876",0,1,1
"01877",0,1,1
"01878",0,1,1
"01879",0,1,1
"01880",0,1,1
"01881",0,0,1
"01882",0,1,0
"01883",0,1,1
"01884",1,0,0
"01885",1,0,1
"01886",0,1,1
"01887",0,1,1
"01888",0,1,1
"01889",0,1,1
"01890",0,1,1
"01891",0,1,1
"01892",0,1,1
"01893",0,1,1
"01894",0,1,0
"01895",1,0,0
"01896",0,0,1
"01897",1,0,0
"01898",1,0,0
"01899",0,0,1
"01900",0,1,0
"01901",1,0,0
"01902",1,0,0
"01903",0,1,1
"01904",0,1,1
"01905",0,0,0
"01906",0,1,0
"01907",0,1,1
"01908",0,1,1
"01909",0,1,1
"01910",1,1,0
"01911",0,0,0
"01912",0,1,1
"01913",0,0,1
"01914",0,1,1
"01915",0,0,1
"01916",0,1,0
"01917",0,1,1
"01918",1,0,1
"01919",1,0,0
"01920",0,1,0
"01921",1,0,0
"01922",0,1,1
"01923",1,0,1
"01924",0,1,1
"01925",1,0,0
"01926",1,0,0
"01927",0,1,0
"01928",0,0,0
"01929",0,1,0
"01930",0,1,1
"01931",0,1,1
"01932",0,1,1
"01933",0,1,1
"01934",1,0,1
"01935",0,1,1
"01936",0,1,1
"01937",0,0,1
"01938",1,1,0
"01939",0,0,1
"01940",0,0,1
"01941",0,1,0
"01942",0,1,1
"01943",0,1,1
"01944",0,1,0
"01945",0,0,1
"01946",0,1,1
"01947",0,1,0
"01948",1,0,0
"01949",0,1,0
"01950",0,0,1
"01951",0,0,0
"01952",0,1,0
"01953",0,1,0
"01954",0,1,1
"01955",0,1,1
"01956",0,1,1
"01957",0,1,1
"01958",0,1,1
"01959",0,1,1
"01960",0,1,1
"01961",1,0,0
"01962",0,1,1
"01963",0,1,0
"01964",0,1,1
"01965",1,0,0
"01966",1,0,0
"01967",0,1,1
"01968",0,0,1
"01969",0,0,1
"01970",1,0,1
"01971",0,0,1
"01972",0,1,1
"01973",0,0,1
"01974",0,0,1
"01975",0,1,1
"01976",0,0,1
"01977",0,1,1
"01978",0,1,1
"01979",0,1,0
"01980",0,1,1
"01981",0,1,1
"01982",0,1,0
"01983",1,0,0
"01984",0,0,1
"01985",0,1,0
"01986",1,0,0
"01987",0,0,1
"01988",0,0,1
"01989",0,0,1
"01990",1,0,0
"01991",0,1,1
"01992",0,0,1
"01993",0,1,1
"01994",0,1,1
"01995",0,1,1
"01996",0,0,1
"01997",0,0,1
"01998",0,1,1
"01999",0,0,1
"02000",1,0,1
"02001",0,1,1
"02002",0,1,1
"02003",0,1,1
"02004",0,1,1
"02005",0,1,1
"02006",0,1,1
"02007",0,1,1
"02008",0,0,1
"02009",0,1,1
"02010",0,1,0
"02011",0,1,0
"02012",0,1,1
"02013",0,1,1
"02014",0,0,1
"02015",1,1,0
"02016",0,1,1
"02017",0,1,1
"02018",0,1,0
"02019",1,0,0
"02020",0,1,1
"02021",0,1,1
"02022",0,1,0
"02023",0,1,1
"02024",0,1,1
"02025",0,1,1
"02026",0,0,0
"02027",0,1,0
"02028",0,1,1
"02029",0,0,0
"02030",0,1,1
"02031",0,1,1
"02032",1,0,0
"02033",0,1,1
"02034",1,0,0
"02035",0,0,0
"02036",1,0,0
"02037",0,1,1
"02038",0,0,1
"02039",1,0,0
"02040",0,0,1
"02041",0,1,1
"02042",0,0,1
"02043",0,0,1
"02044",0,1,0
"02045",1,0,1
"02046",0,1,1
"02047",0,1,1
"02048",0,1,1
"02049",0,1,1
"02050",1,0,0
"02051",1,0,1
"02052",0,1,1
"02053",0,1,0
"02054",0,1,1
"02055",0,1,1
"02056",0,1,1
"02057",0,1,1
"02058",0,1,0
"02059",0,1,1
"02060",0,0,1
"02061",0,0,0
"02062",0,0,1
"02063",1,0,1
"02064",1,0,0
"02065",0,1,1
"02066",0,0,1
"02067",0,1,1
"02068",0,1,1
"02069",0,1,1
"02070",1,0,0
"02071",0,1,0
"02072",0,1,1
"02073",0,1,1
"02074",1,0,0
"02075",0,1,1
"02076",0,1,1
"02077",1,1,0
"02078",0,1,1
"02079",1,1,0
"02080",0,1,1
"02081",0,1,1
"02082",0,1,1
"02083",0,1,1
"02084",0,1,0
"02085",0,1,1
"02086",0,1,1
"02087",1,0,0
"02088",0,1,1
"02089",0,1,0
"02090",1,0,0
"02091",0,1,1
"02092",1,0,0
"02093",1,0,1
"02094",0,1,1
"02095",1,0,1
"02096",0,0,1
"02097",0,0,0
"02098",0,1,1
"02099",0,0,1
"02100",0,1,1
"02101",0,0,1
"02102",0,1,0
"02103",0,1,1
"02104",1,0,0
"02105",0,1,1
"02106",0,1,1
"02107",0,0,0
"02108",0,1,1
"02109",1,1,1
"02110",0,0,0
"02111",0,1,0
"02112",0,1,1
"02113",0,1,1
"02114",0,1,1
"02115",0,1,1
"02116",1,0,0
"02117",0,1,1
"02118",0,1,1
"02119",0,0,1
"02120",0,0,1
"02121",0,1,0
"02122",0,1,1
"02123",0,1,1
"02124",0,1,1
"02125",0,1,1
"02126",0,0,1
"02127",1,0,0
"02128",0,0,1
"02129",0,1,0
"02130",0,0,0
"02131",0,1,1
"02132",0,0,1
"02133",1,1,0
"02134",0,1,0
"02135",1,0,0
"02136",0,1,1
"02137",1,0,1
"02138",0,1,1
"02139",0,0,0
"02140",0,0,1
"02141",1,1,0
"02142",0,1,1
"02143",1,0,1
"02144",0,0,0
"02145",0,0,1
"02146",0,1,1
"02147",0,1,0
"02148",0,0,1
"02149",0,0,1
"02150",0,0,0
"02151",0,0,0
"02152",1,0,1
"02153",0,1,1
"02154",0,0,1
"02155",1,0,0
"02156",1,0,0
"02157",0,1,1
"02158",0,1,0
"02159",0,1,0
"02160",0,1,0
"02161",0,0,0
"02162",0,0,1
"02163",0,1,1
"02164",0,1,0
"02165",0,1,0
"02166",1,1,1
"02167",0,0,1
"02168",0,0,1
"02169",0,1,1
"02170",1,1,1
"02171",1,1,0
"02172",0,1,1
"02173",0,1,1
"02174",0,0,1
"02175",0,1,1
"02176",1,1,0
"02177",0,1,1
"02178",1,0,1
"02179",0,1,0
"02180",0,1,1
"02181",0,1,1
"02182",1,1,0
"02183",0,1,1
"02184",1,0,0
"02185",1,0,0
"02186",0,1,1
"02187",0,1,1
"02188",0,1,1
"02189",0,1,1
"02190",1,1,0
"02191",0,1,1
"02192",0,1,1
"02193",0,1,1
"02194",0,0,0
"02195",0,0,1
"02196",0,1,1
"02197",0,1,1
"02198",0,0,1
"02199",0,1,1
"02200",0,1,1
"02201",1,0,1
"02202",0,0,1
"02203",0,0,1
"02204",0,1,1
"02205",0,1,1
"02206",0,1,1
"02207",0,0,1
"02208",0,0,1
"02209",0,0,1
"02210",0,1,1
"02211",0,1,1
"02212",0,1,0
"02213",0,1,1
"02214",0,1,1
"02215",0,1,1
"02216",0,0,1
"02217",0,1,0
"02218",1,1,0
"02219",1,0,1
"02220",0,0,0
"02221",0,1,1
"02222",0,1,1
"02223",0,0,1
"02224",0,1,1
"02225",0,1,0
"02226",0,1,1
"02227",1,1,1
"02228",0,1,1
"02229",1,0,0
"02230",0,1,1
"02231",0,0,1
"02232",0,1,1
"02233",0,1,0
"02234",1,0,0
"02235",0,1,1
"02236",0,1,1
"02237",0,1,0
"02238",0,1,0
"02239",1,0,0
"02240",0,1,1
"02241",0,1,0
"02242",0,0,1
"02243",0,0,1
"02244",1,0,0
"02245",0,1,1
"02246",0,1,1
"02247",0,1,0
"02248",0,0,0
"02249",0,1,1
"02250",0,1,1
"02251",0,1,1
"02252",0,1,1
"02253",0,1,1
"02254",0,1,1
"02255",0,0,1
"02256",1,0,0
"02257",0,1,1
"02258",0,0,1
"02259",1,0,0
"02260",0,0,1
"02261",0,1,1
"02262",0,1,1
"02263",0,0,1
"02264",1,0,0
"02265",1,0,0
"02266",0,0,0
"02267",0,1,0
"02268",0,0,1
"02269",0,1,1
"02270",0,1,1
"02271",0,1,1
"02272",0,1,1
"02273",0,1,1
"02274",1,1,1
"02275",0,1,1
"02276",0,1,1
"02277",0,1,1
"02278",0,0,0
"02279",0,1,1
"02280",0,0,1
"02281",0,1,1
"02282",0,1,0
"02283",0,1,1
"02284",0,0,1
"02285",0,1,1
"02286",0,0,1
"02287",0,1,1
"02288",0,0,1
"02289",0,1,0
"02290",0,1,0
"02291",1,1,0
"02292",0,1,0
"02293",0,0,1
"02294",1,1,0
"02295",0,1,1
"02296",0,1,1
"02297",1,1,1
"02298",0,1,1
"02299",0,1,0
"02300",0,0,1
"02301",1,1,0
"02302",0,0,1
"02303",0,1,0
"02304",0,1,0
"02305",0,1,0
"02306",0,0,1
"02307",0,0,0
"02308",0,1,1
"02309",0,1,1
"02310",0,1,1
"02311",0,1,1
"02312",1,1,0
"02313",1,1,0
"02314",0,1,1
"02315",0,1,0
"02316",0,1,1
"02317",0,1,0
"02318",0,0,0
"02319",0,1,0
"02320",0,1,1
"02321",0,1,1
"02322",1,1,0
"02323",0,1,1
"02324",0,1,1
"02325",0,1,1
"02326",0,1,1
"02327",0,1,0
"02328",1,0,0
"02329",0,1,1
"02330",1,0,0
"02331",0,1,1
"02332",0,0,1
"02333",0,1,0
"02334",0,1,0
"02335",0,1,1
"02336",0,0,1
"02337",0,1,1
"02338",0,0,1
"02339",1,0,0
"02340",0,1,1
"02341",1,0,1
"02342",0,0,1
"02343",0,1,1
"02344",1,0,0
"02345",0,1,1
"02346",1,0,0
"02347",0,1,1
"02348",0,1,1
"02349",0,1,1
"02350",0,1,1
"02351",0,0,1
"02352",0,1,1
"02353",0,1,0
"02354",0,1,0
"02355",1,0,0
"02356",1,1,0
"02357",0,1,1
"02358",0,0,0
"02359",0,0,1
"02360",0,1,1
"02361",1,0,0
"02362",0,1,1
"02363",0,1,1
"02364",1,1,0
"02365",1,1,0
"02366",0,1,1
"02367",1,0,0
"02368",1,0,0
"02369",0,0,1
"02370",0,1,1
"02371",0,0,1
"02372",0,1,1
"02373",1,1,0
"02374",0,1,1
"02375",0,1,1
"02376",0,0,1
"02377",0,1,1
"02378",1,0,0
"02379",0,0,1
"02380",0,1,0
"02381",0,1,1
"02382",1,0,0
"02383",0,1,1
"02384",0,1,1
"02385",0,1,1
"02386",0,0,1
"02387",1,0,0
"02388",1,1,1
"02389",0,1,1
"02390",0,1,0
"02391",0,1,1
"02392",1,1,0
"02393",1,1,0
"02394",0,1,1
"02395",0,0,0
"02396",0,1,1
"02397",0,1,1
"02398",0,1,1
"02399",0,1,1
"02400",0,1,1
"02401",0,1,1
"02402",0,1,0
"02403",0,1,0
"02404",1,0,0
"02405",0,0,1
"02406",1,0,0
"02407",0,1,1
"02408",0,1,0
"02409",0,1,1
"02410",1,1,0
"02411",0,1,0
"02412",0,1,1
"02413",0,0,1
"02414",0,0,1
"02415",1,0,0
"02416",0,1,1
"02417",1,0,0
"02418",0,1,1
"02419",1,1,0
"02420",0,1,1
"02421",0,1,1
"02422",0,1,1
"02423",0,1,1
"02424",0,1,0
"02425",0,1,0
"02426",0,1,1
"02427",0,0,1
"02428",0,1,1
"02429",0,1,1
"02430",0,0,1
"02431",0,0,0
"02432",0,1,0
"02433",0,1,1
"02434",0,1,1
"02435",0,1,1
"02436",0,0,1
"02437",0,1,1
"02438",1,0,0
"02439",0,0,1
"02440",0,1,1
"02441",0,1,1
"02442",0,1,0
"02443",0,1,0
"02444",1,1,1
"02445",0,0,1
"02446",0,1,0
"02447",0,1,1
"02448",0,1,1
"02449",0,1,0
"02450",0,1,1
"02451",0,1,1
"02452",0,1,0
"02453",0,1,1
"02454",0,1,1
"02455",0,1,1
"02456",0,1,1
"02457",0,1,0
"02458",1,0,0
"02459",0,1,1
"02460",0,1,1
"02461",0,0,1
"02462",1,0,0
"02463",0,1,1
"02464",1,1,0
"02465",1,0,0
"02466",0,1,1
"02467",0,0,1
"02468",0,1,0
"02469",0,1,1
"02470",1,0,0
"02471",0,1,0
"02472",0,1,0
"02473",0,0,1
"02474",0,1,1
"02475",0,1,1
"02476",0,1,1
"02477",0,1,0
"02478",0,0,1
"02479",0,1,1
"02480",1,0,0
"02481",0,1,1
"02482",0,1,1
"02483",0,1,1
"02484",0,1,1
"02485",0,1,1
"02486",1,1,0
"02487",1,0,0
"02488",1,0,0
"02489",0,1,1
"02490",0,1,0
"02491",0,1,1
"02492",0,1,1
"02493",1,0,0
"02494",1,0,0
"02495",1,0,0
"02496",0,0,1
"02497",0,0,1
"02498",0,1,1
"02499",0,1,1
"02500",0,1,1
"02501",0,1,1
"02502",0,1,1
"02503",0,1,1
"02504",0,1,1
"02505",1,0,0
"02506",0,1,1
"02507",0,1,1
"02508",0,1,0
"02509",0,1,1
"02510",1,1,0
"02511",1,0,1
"02512",0,1,1
"02513",1,0,0
"02514",0,1,1
"02515",0,1,1
"02516",0,1,1
"02517",0,0,1
"02518",0,1,1
"02519",0,0,1
"02520",0,1,0
"02521",0,1,0
"02522",0,0,1
"02523",0,1,1
"02524",1,0,0
"02525",0,1,1
"02526",0,1,0
"02527",1,0,0
"02528",0,1,1
"02529",0,1,0
"02530",0,0,1
"02531",0,1,1
"02532",1,0,0
"02533",0,1,1
"02534",0,1,1
"02535",0,0,1
"02536",0,1,1
"02537",0,1,1
"02538",0,1,1
"02539",0,0,1
"02540",0,0,1
"02541",0,1,0
"02542",0,1,1
"02543",1,0,0
"02544",0,0,1
"02545",0,0,1
"02546",1,0,1
"02547",0,1,1
"02548",0,1,1
"02549",0,0,0
"02550",1,0,0
"02551",0,1,1
"02552",1,0,0
"02553",0,1,1
"02554",1,1,1
"02555",0,1,1
"02556",0,1,0
"02557",0,0,1
"02558",1,0,0
"02559",0,1,1
"02560",0,1,1
"02561",0,1,0
"02562",0,1,1
"02563",0,0,1
"02564",0,1,1
"02565",0,1,1
"02566",0,0,1
"02567",0,1,1
"02568",0,0,1
"02569",1,1,0
"02570",0,1,1
"02571",1,0,0
"02572",0,1,0
"02573",0,1,1
"02574",0,1,1
"02575",0,0,1
"02576",1,0,0
"02577",0,0,1
"02578",0,0,1
"02579",0,1,1
"02580",0,1,0
"02581",0,1,1
"02582",1,0,0
"02583",0,1,1
"02584",0,0,1
"02585",1,1,0
"02586",0,0,1
"02587",1,0,0
"02588",0,1,1
"02589",0,1,1
"02590",1,0,0
"02591",1,0,1
"02592",1,0,0
"02593",0,1,1
"02594",0,0,0
"02595",0,1,1
"02596",0,1,1
"02597",0,1,1
"02598",0,1,1
"02599",0,0,1
"02600",1,1,0
"02601",0,1,0
"02602",0,1,1
"02603",0,0,1
"02604",0,0,1
"02605",1,0,0
"02606",0,1,1
"02607",1,0,0
"02608",0,1,1
"02609",0,1,1
"02610",0,1,0
"02611",0,0,1
"02612",0,0,1
"02613",0,1,1
"02614",1,0,0
"02615",0,1,1
"02616",0,1,1
"02617",1,0,0
"02618",0,1,1
"02619",0,1,1
"02620",0,1,1
"02621",0,0,0
"02622",0,0,1
"02623",0,1,0
"02624",0,1,1
"02625",0,0,1
"02626",0,1,1
"02627",0,1,1
"02628",0,0,0
"02629",0,1,0
"02630",0,1,1
"02631",0,1,1
"02632",0,1,0
"02633",1,0,0
"02634",0,1,0
"02635",0,1,1
"02636",0,1,1
"02637",0,1,0
"02638",0,1,0
"02639",0,0,1
"02640",0,0,1
"02641",0,1,1
"02642",0,1,1
"02643",0,1,1
"02644",0,1,1
"02645",0,1,1
"02646",1,1,0
"02647",1,0,0
"02648",0,0,0
"02649",0,1,0
"02650",0,0,1
"02651",0,0,1
"02652",0,1,1
"02653",0,0,0
"02654",0,0,1
"02655",0,1,1
"02656",1,1,0
"02657",1,1,1
"02658",0,1,1
"02659",0,0,1
"02660",1,1,1
"02661",0,1,0
"02662",0,1,0
"02663",0,1,1
"02664",0,1,1
"02665",0,1,1
"02666",0,1,1
"02667",0,0,1
"02668",0,1,1
"02669",1,1,0
"02670",1,0,0
"02671",0,0,1
"02672",0,1,0
"02673",0,0,1
"02674",1,0,0
"02675",0,1,1
"02676",0,1,1
"02677",0,0,0
"02678",0,0,1
"02679",1,1,0
"02680",0,0,1
"02681",0,1,1
"02682",0,1,0
"02683",0,1,0
"02684",0,1,1
"02685",0,0,1
"02686",0,0,1
"02687",0,1,0
"02688",0,1,1
"02689",0,0,0
"02690",0,1,0
"02691",0,1,0
"02692",0,1,1
"02693",0,0,1
"02694",0,1,1
"02695",0,1,1
"02696",0,1,1
"02697",0,1,0
"02698",1,0,0
"02699",0,0,1
"02700",0,1,1
"02701",0,1,0
"02702",1,0,0
"02703",1,0,0
"02704",1,1,0
"02705",1,0,0
"02706",0,1,0
"02707",0,1,1
"02708",0,1,0
"02709",0,0,0
"02710",0,0,1
"02711",0,1,1
"02712",0,1,1
"02713",0,1,1
"02714",0,1,1
"02715",1,1,1
"02716",0,1,1
"02717",1,0,0
"02718",0,1,1
"02719",0,1,0
"02720",0,1,1
"02721",0,0,1
"02722",1,0,0
"02723",0,0,1
"02724",0,1,1
"02725",0,1,1
"02726",0,1,1
"02727",1,0,0
"02728",0,1,0
"02729",0,1,1
"02730",0,1,1
"02731",0,1,1
"02732",0,1,1
"02733",0,0,1
"02734",0,1,0
"02735",0,1,1
"02736",0,1,0
"02737",0,0,1
"02738",0,1,0
"02739",0,0,1
"02740",0,1,1
"02741",0,0,1
"02742",0,0,1
"02743",0,0,1
"02744",1,1,0
"02745",1,0,1
"02746",0,1,1
"02747",0,1,1
"02748",1,0,0
"02749",0,1,1
"02750",1,1,0
"02751",0,1,1
"02752",0,1,1
"02753",0,1,1
"02754",0,1,1
"02755",0,1,1
"02756",0,1,1
"02757",0,1,0
"02758",0,0,1
"02759",0,0,1
"02760",0,1,1
"02761",0,0,1
"02762",0,1,1
"02763",0,1,1
"02764",1,1,0
"02765",0,1,1
"02766",0,1,1
"02767",0,1,1
"02768",0,1,0
"02769",0,0,1
"02770",0,1,1
"02771",0,1,1
"02772",1,1,0
"02773",0,1,1
"02774",0,1,1
"02775",0,1,1
"02776",0,0,1
"02777",0,1,1
"02778",0,1,0
"02779",0,0,1
"02780",0,1,1
"02781",0,1,1
"02782",0,0,1
"02783",1,0,0
"02784",0,1,1
"02785",0,1,1
"02786",0,1,1
"02787",0,1,1
"02788",1,0,0
"02789",0,1,0
"02790",0,1,1
"02791",1,1,0
"02792",0,0,1
